player_id,match-format,matches,innings,notouts,runs,hi_score,average,balls_faced,strike_rate,hundreds,fifties,fours,sixes,catches,stumps
1076533,First-Class,11,18,3,561,115*,37.4,1246,45.02,1,2,83,3,16,1
1076533,List A,3,2,0,15,15,7.5,36,41.66,0,0,1,0,5,0
1076533,T20,2,2,0,0,0,0,3,0,0,0,0,0,2,1
1059030,Tests,2,4,0,22,17,5.5,32,68.75,0,0,3,0,4,0
1059030,First-Class,36,65,2,2776,220,44.06,4385,63.3,7,12,331,15,35,0
1059030,List A,24,24,5,798,137,42,1036,77.02,2,5,90,8,10,0
1059030,T20,2,2,0,17,11,8.5,22,77.27,0,0,2,0,0,0
524045,First-Class,1,2,2,5,5*,,19,26.31,0,0,1,0,1,0
524045,List A,1,1,1,6,6*,,7,85.71,0,0,1,0,0,0
819507,ODI,3,3,1,10,4*,5,37,27.02,0,0,0,0,0,0
819507,First-Class,11,16,1,232,61*,15.46,507,45.75,0,1,27,4,9,0
819507,List A,14,12,5,238,64,34,274,86.86,0,2,17,12,2,0
819507,T20,17,9,6,85,31*,28.33,56,151.78,0,0,5,6,8,0
974173,Tests,1,2,0,12,9,6,70,17.14,0,0,1,0,0,0
974173,First-Class,21,33,5,1034,142,36.92,1649,62.7,1,7,127,10,6,0
974173,List A,20,10,3,132,52*,18.85,149,88.59,0,1,11,4,5,0
974173,T20,12,11,5,139,36*,23.16,173,80.34,0,0,8,2,0,0
533954,First-Class,17,25,6,138,31,7.26,308,44.8,0,0,21,1,4,0
533954,List A,18,10,3,29,7*,4.14,50,57.99,0,0,2,2,4,0
533954,T20,14,8,4,40,12,10,31,129.03,0,0,5,1,0,0
390752,ODI,2,1,0,3,3,3,16,18.75,0,0,0,0,1,0
390752,First-Class,21,34,2,305,63,9.53,537,56.79,0,1,34,12,6,0
390752,List A,16,12,2,125,58,12.5,190,65.78,0,1,5,9,5,0
390752,T20,13,2,1,11,11*,11,4,275,0,0,1,1,3,0
1176739,First-Class,8,13,2,239,77*,21.72,291,82.13,0,2,36,5,8,0
1176739,List A,9,8,1,86,30,12.28,103,83.49,0,0,7,2,0,0
1161047,First-Class,4,7,0,84,43,12,230,36.52,0,0,8,2,0,0
1161047,List A,5,5,1,270,116,67.5,299,90.3,2,0,24,6,2,0
1161047,T20,4,4,0,109,44,27.25,80,136.25,0,0,7,7,1,0
1176740,First-Class,6,12,1,149,43,13.54,273,54.57,0,0,20,1,2,0
1176740,List A,6,5,2,125,34,41.66,94,132.97,0,0,10,6,1,0
1176740,T20,7,7,3,65,30*,16.25,43,151.16,0,0,9,2,2,0
420402,Tests,6,10,1,214,48*,23.77,464,46.12,0,0,23,2,11,1
420402,ODI,17,16,1,264,60,17.6,488,54.09,0,2,15,0,20,2
420402,T20I,5,5,0,112,48,22.4,128,87.5,0,0,7,3,0,2
420402,First-Class,38,57,6,1655,124,32.45,3179,52.06,2,10,208,13,90,11
420402,List A,60,56,4,1206,75,23.19,1887,63.91,0,7,89,11,55,15
420402,T20,32,30,9,613,67*,29.19,584,104.96,0,2,54,14,14,8
440963,ODI,27,17,10,80,16*,11.42,107,74.76,0,0,9,3,6,0
440963,T20I,12,5,3,2,1*,1,9,22.22,0,0,0,0,3,0
440963,First-Class,15,23,0,297,47,12.91,309,96.11,0,0,32,12,9,0
440963,List A,55,37,16,229,33,10.9,246,93.08,0,0,17,13,13,0
440963,T20,43,22,8,83,23*,5.92,83,100,0,0,9,3,12,0
976411,First-Class,12,23,3,312,79,15.6,828,37.68,0,2,40,0,16,3
976411,List A,7,6,0,63,18,10.5,128,49.21,0,0,4,1,10,0
318337,ODI,1,1,0,2,2,2,10,20,0,0,0,0,0,0
318337,First-Class,2,4,0,82,40,20.5,228,35.96,0,0,14,0,1,0
318337,List A,1,1,0,2,2,2,10,20,0,0,0,0,0,0
1364158,List A,2,2,0,26,24,13,78,33.33,0,0,1,0,0,0
1108510,First-Class,1,2,0,26,17,13,30,86.66,0,0,3,1,1,0
1108510,List A,7,7,1,105,50,17.5,139,75.53,0,1,10,4,5,0
1076577,First-Class,6,11,0,187,58,17,482,38.79,0,2,14,2,7,0
1076577,List A,1,1,1,2,2*,,3,66.66,0,0,0,0,0,0
1076577,T20,6,4,1,73,30,24.33,69,105.79,0,0,3,4,2,0
402245,Tests,4,6,2,83,34,20.75,214,38.78,0,0,11,1,2,0
402245,ODI,31,16,9,23,7,3.28,94,24.46,0,0,0,1,10,0
402245,T20I,33,9,5,40,21,10,38,105.26,0,0,3,1,1,0
402245,First-Class,27,38,3,396,48,11.31,963,41.12,0,0,44,11,17,0
402245,List A,67,37,12,181,28*,7.24,364,49.72,0,0,14,5,16,0
402245,T20,72,29,16,135,21,10.38,140,96.42,0,0,7,5,11,0
974007,First-Class,12,21,1,453,144,22.65,812,55.78,1,0,56,9,10,0
974007,List A,9,9,2,163,74,23.28,214,76.16,0,1,17,3,3,0
974007,T20,3,1,0,12,12,12,6,200,0,0,1,1,0,0
320652,Tests,6,10,0,440,164,44,771,57.06,1,3,37,11,2,0
320652,ODI,114,108,10,2424,101,24.73,3630,66.77,1,12,163,65,24,0
320652,T20I,75,68,5,1382,62,21.93,1247,110.82,0,4,87,69,20,0
320652,First-Class,29,44,2,1861,164,44.3,3089,60.24,6,6,173,48,17,0
320652,List A,147,140,10,3007,101,23.13,4656,64.58,1,14,207,75,29,0
320652,T20,122,114,14,2751,95*,27.51,2261,121.67,0,13,169,157,34,0
819429,ODI,13,8,2,137,56,22.83,177,77.4,0,1,13,4,2,0
819429,T20I,24,14,3,185,33,16.81,165,112.12,0,0,13,8,8,0
819429,First-Class,5,6,3,149,40*,49.66,262,56.87,0,0,21,3,1,0
819429,List A,45,33,10,853,79,37.08,799,106.75,0,5,59,39,17,0
819429,T20,62,40,14,588,62*,22.61,454,129.51,0,1,41,29,19,0
976571,Tests,1,1,0,7,7,7,13,53.84,0,0,1,0,0,0
976571,First-Class,39,65,14,3220,303*,63.13,5897,54.6,10,14,416,13,29,1
976571,List A,26,24,3,815,104,38.8,994,81.99,2,5,77,8,11,0
976571,T20,8,8,0,157,37,19.62,157,100,0,0,11,3,5,0
1076553,List A,2,2,0,76,60,38,114,66.66,0,1,8,1,1,0
1082531,First-Class,5,9,0,191,94,21.22,354,53.95,0,1,23,0,1,0
1082531,List A,2,2,1,26,26,26,39,66.66,0,0,4,0,0,0
1174726,First-Class,8,15,2,63,15,4.84,123,51.21,0,0,7,2,2,0
1174726,List A,3,1,1,0,0*,,0,,0,0,0,0,0,0
1174726,T20,5,1,1,1,1*,,1,100,0,0,0,0,0,0
819441,T20I,5,5,2,49,15,16.33,56,87.5,0,0,3,1,0,0
819441,First-Class,21,34,4,1918,249,63.93,2508,76.47,6,7,212,34,21,0
819441,List A,40,36,4,1320,130*,41.25,1538,85.82,3,12,104,41,12,0
819441,T20,40,37,8,836,78,28.82,631,132.48,0,7,61,43,17,3
25917,ODI,3,0,0,0,-,,0,,0,0,0,0,0,0
25917,T20I,2,1,1,2,2*,,3,66.66,0,0,0,0,0,0
25917,First-Class,2,2,1,13,7*,13,115,11.3,0,0,0,0,0,0
25917,List A,9,5,4,34,11*,34,60,56.66,0,0,1,0,0,0
25917,T20,2,1,1,2,2*,,3,66.66,0,0,0,0,0,0
516561,ODI,82,56,27,513,47*,17.68,664,77.25,0,0,40,21,16,0
516561,T20I,34,17,8,68,13,7.55,42,161.9,0,0,4,6,7,0
516561,First-Class,16,20,3,199,50,11.7,427,46.6,0,1,20,4,9,0
516561,List A,98,69,33,556,47*,15.44,730,76.16,0,0,44,23,19,0
516561,T20,68,38,19,212,27*,11.15,142,149.29,0,0,17,11,20,0
1276923,First-Class,3,6,0,71,48,11.83,167,42.51,0,0,8,1,0,0
568136,ODI,15,6,4,37,17,18.5,62,59.67,0,0,1,1,3,0
568136,T20I,25,4,3,32,24*,32,33,96.96,0,0,5,0,5,0
568136,First-Class,20,29,3,523,68,20.11,636,82.23,0,1,61,20,10,0
568136,List A,41,25,9,261,41*,16.31,312,83.65,0,0,15,13,16,0
568136,T20,58,16,8,74,24*,9.25,77,96.1,0,0,9,1,11,0
1304690,First-Class,1,2,0,6,5,3,15,40,0,0,0,0,1,0
914151,First-Class,18,31,2,1144,167*,39.44,1835,62.34,3,8,157,7,11,0
914151,List A,14,14,0,356,73,25.42,484,73.55,0,3,39,5,4,0
914151,T20,10,9,0,170,52,18.88,140,121.42,0,1,22,7,1,0
1304730,List A,2,2,0,11,11,5.5,14,78.57,0,0,2,0,0,0
1304730,T20,2,1,1,0,0*,,3,0,0,0,0,0,1,0
533949,T20I,1,1,0,12,12,12,15,80,0,0,1,0,0,0
533949,First-Class,26,44,9,1487,132,42.48,2357,63.08,4,4,155,39,4,0
533949,List A,18,14,3,250,50,22.72,263,95.05,0,1,11,13,5,0
533949,T20,17,14,4,123,21,12.3,135,91.11,0,0,5,4,2,0
974175,ODI,21,11,7,14,6*,3.5,42,33.33,0,0,2,0,1,0
974175,T20I,24,3,2,1,1*,1,4,25,0,0,0,0,3,0
974175,First-Class,12,18,9,48,17,5.33,119,40.33,0,0,6,3,8,0
974175,List A,27,14,8,22,7,3.66,56,39.28,0,0,2,1,1,0
974175,T20,56,11,7,5,2*,1.25,24,20.83,0,0,0,0,10,0
352048,ODI,79,68,8,1207,82*,20.11,1625,74.27,0,5,99,29,22,0
352048,T20I,57,47,13,615,56*,18.08,517,118.95,0,1,45,27,22,0
352048,First-Class,5,7,1,313,88*,52.16,379,82.58,0,3,39,6,6,0
352048,List A,122,105,14,2172,100,23.86,2640,82.27,1,9,175,65,35,0
352048,T20,115,97,28,1406,91,20.37,1066,131.89,0,5,100,69,44,0
1364162,List A,2,1,1,0,0*,,1,0,0,0,0,0,1,0
307654,First-Class,27,44,4,1585,142,39.62,2930,54.09,2,13,196,22,60,13
307654,List A,16,15,5,273,61*,27.3,458,59.6,0,1,23,1,12,2
307654,T20,10,8,2,93,26,15.5,124,75,0,0,4,4,3,0
311427,ODI,38,22,6,107,17,6.68,195,54.87,0,0,10,3,5,0
311427,T20I,25,9,6,50,22,16.66,46,108.69,0,0,3,2,3,0
311427,First-Class,15,20,7,65,26,5,183,35.51,0,0,6,3,5,0
311427,List A,55,29,9,145,22,7.25,234,61.96,0,0,12,5,9,0
311427,T20,54,22,8,83,22,5.92,91,91.2,0,0,6,2,7,0
1364155,List A,5,5,0,100,67,20,139,71.94,0,1,10,2,2,0
440970,Tests,6,12,5,375,200*,53.57,833,45.01,1,1,46,1,2,0
440970,ODI,64,64,9,1775,97*,32.27,2652,66.93,0,16,156,10,15,0
440970,T20I,6,4,2,48,36,24,55,87.27,0,0,5,0,1,0
440970,First-Class,24,43,7,1610,200*,44.72,3077,52.32,6,4,227,6,16,0
440970,List A,87,86,11,2489,124,33.18,3705,67.17,1,20,207,16,20,0
440970,T20,45,42,12,1281,97*,42.7,1046,122.46,0,11,133,34,11,0
320281,ODI,2,1,1,23,23*,,11,209.09,0,0,2,1,0,0
320281,List A,6,4,1,54,23*,18,48,112.5,0,0,6,1,0,0
793457,ODI,16,16,0,361,67,22.56,409,88.26,0,2,38,17,3,0
793457,T20I,38,38,3,1007,162*,28.77,756,133.2,1,3,97,57,5,0
793457,First-Class,17,33,1,1246,133,38.93,1338,93.12,3,8,153,44,22,0
793457,List A,35,35,1,898,118,26.41,884,101.58,2,3,109,33,10,0
793457,T20,103,103,4,2669,162*,26.95,1904,140.17,2,13,273,149,32,0
1304726,List A,3,3,0,52,37,17.33,55,94.54,0,0,9,0,0,0
921509,Tests,5,10,0,362,87,36.2,787,45.99,0,3,42,4,10,0
921509,ODI,19,19,2,911,162,53.58,1080,84.35,4,4,93,13,4,0
921509,T20I,24,24,4,530,64*,26.5,516,102.71,0,2,41,13,6,0
921509,First-Class,19,33,3,1162,105,38.73,2033,57.15,2,7,128,25,25,0
921509,List A,46,45,7,1870,162,49.21,2320,80.6,7,7,180,35,18,0
921509,T20,61,56,11,1467,96*,32.6,1226,119.65,0,9,117,52,25,0
703323,Tests,3,6,1,110,65*,22,253,43.47,0,1,13,2,4,0
703323,ODI,16,16,2,307,57*,21.92,440,69.77,0,3,38,6,10,0
703323,T20I,1,1,0,20,20,20,14,142.85,0,0,4,0,0,0
703323,First-Class,18,30,4,1541,248,59.26,2339,65.88,4,8,181,29,11,0
703323,List A,56,55,5,1695,125,33.9,2227,76.11,2,13,189,27,31,0
703323,T20,35,34,2,782,54,24.43,627,124.72,0,2,76,33,11,0
974177,First-Class,11,20,1,559,151,29.42,1194,46.81,1,1,61,1,8,0
974177,List A,2,1,1,2,2*,,3,66.66,0,0,0,0,1,0
974177,T20,1,1,0,16,16,16,18,88.88,0,0,1,1,0,0
1276922,First-Class,6,11,0,291,107,26.45,534,54.49,1,2,21,5,7,0
1276922,List A,1,1,0,5,5,5,7,71.42,0,0,0,0,1,0
1276922,T20,3,1,0,4,4,4,3,133.33,0,0,1,0,0,0
935553,Tests,1,1,0,7,7,7,40,17.5,0,0,0,0,4,1
935553,ODI,14,13,3,238,86,23.8,395,60.25,0,2,19,1,3,3
935553,First-Class,20,30,6,886,103*,36.91,1646,53.82,1,5,104,4,54,5
935553,List A,42,39,6,956,94,28.96,1382,69.17,0,8,71,8,35,4
935553,T20,30,21,10,120,20,10.9,135,88.88,0,0,7,1,11,12
976445,First-Class,24,44,1,1579,170,36.72,2370,66.62,4,8,242,8,25,0
976445,List A,21,20,1,611,122,32.15,764,79.97,2,1,70,5,9,0
976445,T20,4,4,0,56,26,14,57,98.24,0,0,7,0,0,0
819445,First-Class,3,6,0,142,44,23.66,248,57.25,0,0,18,6,1,0
819445,T20,5,4,1,38,13,12.66,50,76,0,0,3,0,0,0
976369,First-Class,3,5,0,49,32,9.8,115,42.6,0,0,5,0,4,0
976369,T20,1,1,0,0,0,0,2,0,0,0,0,0,0,1
1059041,First-Class,9,15,2,356,128,27.38,701,50.78,1,0,38,1,9,0
1059041,T20,2,2,1,15,12*,15,18,83.33,0,0,1,0,1,0
1076473,First-Class,3,4,0,13,13,3.25,50,26,0,0,2,0,1,0
1076473,List A,9,5,3,16,15,8,13,123.07,0,0,3,0,2,0
1076473,T20,23,6,4,10,2*,5,14,71.42,0,0,0,0,4,0
1067706,First-Class,26,42,8,569,105,16.73,1620,35.12,1,1,73,3,19,0
1067706,List A,7,3,0,23,21,7.66,42,54.76,0,0,3,0,2,0
1067706,T20,7,6,1,22,8*,4.4,32,68.75,0,0,1,1,0,0
1371612,List A,2,2,0,12,12,6,31,38.7,0,0,1,0,0,0
308235,Tests,3,6,0,113,62,18.83,202,55.94,0,1,18,1,1,0
308235,ODI,47,44,0,1049,81,23.84,1380,76.01,0,7,123,16,11,0
308235,T20I,3,2,0,6,6,3,7,85.71,0,0,1,0,0,0
308235,First-Class,17,30,1,941,197,32.44,1348,69.8,3,5,136,13,9,0
308235,List A,82,79,3,2049,125*,26.96,2517,81.4,2,10,235,40,13,0
308235,T20,38,35,5,875,117*,29.16,657,133.18,1,4,88,38,5,0
1076414,First-Class,1,2,1,11,11*,11,41,26.82,0,0,1,0,0,0
1076414,List A,5,5,1,61,27,15.25,94,64.89,0,0,5,1,2,0
1076414,T20,2,2,1,20,16*,20,32,62.5,0,0,0,0,0,0
793467,Tests,1,2,0,41,23,20.5,65,63.07,0,0,2,2,0,0
793467,ODI,3,3,0,32,22,10.66,47,68.08,0,0,1,2,0,0
793467,T20I,49,33,5,508,56*,18.14,436,116.51,0,3,34,24,11,0
793467,First-Class,24,41,6,1852,211*,52.91,2855,64.86,5,10,173,47,12,0
793467,List A,44,36,4,822,68,25.68,1005,81.79,0,5,59,23,7,0
793467,T20,109,83,16,1670,120,24.92,1201,139.05,1,7,129,98,29,0
319758,ODI,24,22,2,475,114*,23.75,587,80.91,2,0,49,15,6,0
319758,T20I,36,36,0,538,72,14.94,493,109.12,0,1,61,10,6,0
319758,First-Class,28,52,1,1730,163,33.92,2702,64.02,3,10,258,17,24,0
319758,List A,63,61,4,1597,114*,28.01,1944,82.15,2,10,187,39,15,0
319758,T20,83,80,2,1246,91,15.97,1103,112.96,0,4,137,34,16,2
1364156,List A,2,2,0,4,3,2,15,26.66,0,0,0,0,0,0
1051737,First-Class,2,2,2,2,2*,,5,40,0,0,0,0,1,0
1051737,List A,4,3,0,6,5,2,17,35.29,0,0,0,0,1,0
1051737,T20,3,1,1,0,0*,,1,0,0,0,0,0,0,0
25905,ODI,6,4,1,40,20,13.33,69,57.97,0,0,1,0,0,0
25905,First-Class,1,2,0,1,1,0.5,8,12.5,0,0,0,0,0,0
25905,List A,10,8,3,57,20,11.4,105,54.28,0,0,2,0,0,0
387420,ODI,46,38,11,387,52*,14.33,543,71.27,0,1,22,16,8,0
387420,T20I,25,19,8,128,28*,11.63,115,111.3,0,0,5,8,5,0
387420,First-Class,31,48,3,892,87,19.82,1651,54.02,0,3,109,21,21,0
387420,List A,75,63,14,947,79,19.32,1176,80.52,0,4,55,44,15,0
387420,T20,59,39,15,331,28*,13.79,258,128.29,0,0,13,24,14,0
973937,First-Class,22,40,4,1164,134,32.33,2521,46.17,3,9,143,8,19,0
973937,List A,8,8,0,213,89,26.62,272,78.3,0,1,13,5,4,0
973937,T20,9,8,1,149,50,21.28,131,113.74,0,1,11,6,2,0
976551,First-Class,1,2,0,79,58,39.5,171,46.19,0,1,10,0,1,0
1076579,First-Class,10,19,3,366,96,22.87,760,48.15,0,2,38,3,19,3
1076579,List A,5,5,2,129,55,43,121,106.61,0,1,11,3,6,2
1076579,T20,10,9,3,45,15,7.5,59,76.27,0,0,2,2,2,0
703329,First-Class,1,2,0,7,4,3.5,33,21.21,0,0,0,0,1,0
25913,Tests,3,6,0,33,24,5.5,68,48.52,0,0,4,1,2,0
25913,ODI,147,131,15,3153,116,27.18,3659,86.17,1,16,205,98,64,0
25913,T20I,109,101,19,1825,89,22.25,1323,137.94,0,5,125,93,56,0
25913,First-Class,35,57,4,1284,117,24.22,2483,51.71,2,5,136,41,20,0
25913,List A,182,164,18,4157,146,28.47,4689,88.65,3,19,274,139,80,0
25913,T20,366,309,60,5370,89,21.56,3925,136.81,0,15,372,263,166,0
1138036,First-Class,2,3,0,30,25,10,85,35.29,0,0,5,0,1,0
1174749,ODI,2,0,0,0,-,,0,,0,0,0,0,1,0
1174749,First-Class,12,14,5,67,15*,7.44,141,47.51,0,0,9,0,7,0
1174749,List A,19,9,4,31,20*,6.2,42,73.8,0,0,3,0,4,0
1174749,T20,12,0,0,0,-,,0,,0,0,0,0,4,0
419873,Tests,2,4,0,69,40,17.25,133,51.87,0,0,12,1,0,0
419873,ODI,84,84,3,2727,131*,33.66,3082,88.48,6,14,323,55,64,25
419873,T20I,70,70,3,2015,118*,30.07,1508,133.62,1,12,225,75,30,28
419873,First-Class,29,51,6,2200,214*,48.88,3243,67.83,6,12,268,21,61,9
419873,List A,126,126,5,4327,143,35.76,4980,86.88,9,23,508,100,89,35
419873,T20,150,150,12,4197,118*,30.41,3117,134.64,2,27,470,169,78,59
1109154,List A,2,2,1,56,54*,56,84,66.66,0,1,2,1,0,0
1109154,T20,4,3,0,70,47,23.33,61,114.75,0,0,6,4,1,0
524044,ODI,2,0,0,0,-,,0,,0,0,0,0,2,0
524044,First-Class,16,27,3,833,149,34.7,1380,60.36,1,5,97,17,8,0
524044,List A,9,6,1,107,49*,21.4,223,47.98,0,0,8,1,2,0
524044,T20,1,1,0,5,5,5,5,100,0,0,0,0,0,0
974109,Tests,1,2,0,18,15,9,17,105.88,0,0,2,1,0,0
974109,ODI,66,35,13,185,64,8.4,222,83.33,0,1,19,7,10,0
974109,T20I,43,12,7,33,18,6.6,35,94.28,0,0,4,1,7,0
974109,First-Class,1,2,0,18,15,9,17,105.88,0,0,2,1,0,0
974109,List A,81,44,18,239,64,9.19,298,80.2,0,1,23,9,13,0
974109,T20,227,73,35,278,27,7.31,281,98.93,0,0,22,10,45,0
633399,Tests,1,2,0,13,12,6.5,33,39.39,0,0,2,0,0,0
633399,First-Class,32,57,3,2632,211,48.74,4269,61.65,9,8,337,26,65,6
633399,List A,39,34,9,1531,123*,61.24,1885,81.22,5,7,135,21,40,3
633399,T20,21,17,5,299,58*,24.91,242,123.55,0,1,17,11,5,0
633377,First-Class,22,35,4,694,166,22.38,1383,50.18,1,1,85,17,15,0
633377,List A,5,4,1,52,44,17.33,52,100,0,0,7,1,0,0
633377,T20,25,22,8,162,22,11.57,122,132.78,0,0,14,7,8,0
533953,ODI,1,1,0,5,5,5,18,27.77,0,0,0,0,0,0
533953,T20I,12,12,0,258,90,21.5,210,122.85,0,1,21,13,3,0
533953,First-Class,24,43,0,2030,200,47.2,2161,93.93,6,10,215,104,21,0
533953,List A,17,17,0,553,121,32.52,620,89.19,1,3,59,23,9,0
533953,T20,33,33,0,700,90,21.21,549,127.5,0,3,65,35,8,0
524049,ODI,90,82,13,2053,104*,29.75,2291,89.61,1,15,178,68,40,0
524049,T20I,94,84,30,1712,73,31.7,1225,139.75,0,8,115,91,42,0
524049,First-Class,5,10,0,306,99,30.6,371,82.47,0,3,43,6,5,0
524049,List A,118,109,17,2887,104*,31.38,3043,94.87,1,23,246,116,55,0
524049,T20,198,178,45,3628,97*,27.27,2634,137.73,0,18,250,199,80,0
1199434,First-Class,4,6,0,165,67,27.5,215,76.74,0,1,21,5,4,0
1199434,List A,9,4,3,72,29*,72,67,107.46,0,0,4,3,3,0
1199434,T20,15,10,4,114,29*,19,80,142.5,0,0,12,4,3,0
543633,T20I,3,1,0,1,1,1,2,50,0,0,0,0,3,0
543633,First-Class,1,1,0,32,32,32,125,25.6,0,0,2,0,0,0
543633,List A,1,1,0,19,19,19,27,70.37,0,0,2,0,0,0
543633,T20,7,3,0,18,13,6,23,78.26,0,0,1,0,3,0
1364160,List A,2,2,0,12,7,6,30,40,0,0,1,0,0,0
524048,Tests,3,6,2,117,55*,29.25,212,55.18,0,1,11,0,4,0
524048,ODI,16,14,1,352,53,27.07,537,65.54,0,3,25,1,4,0
524048,First-Class,36,60,11,2258,172,46.08,3729,60.55,5,14,300,9,33,0
524048,List A,64,58,7,1732,106,33.96,2211,78.33,2,12,156,14,35,0
524048,T20,28,23,3,420,83,21,378,111.11,0,1,31,9,16,0
370027,First-Class,11,18,6,119,29,9.91,307,38.76,0,0,15,1,5,0
370027,List A,13,6,2,19,10*,4.75,26,73.07,0,0,2,0,6,0
370027,T20,9,5,3,12,8*,6,11,109.09,0,0,2,0,1,0
913841,First-Class,14,27,0,798,107,29.55,963,82.86,1,3,134,13,11,0
913841,List A,9,9,0,159,55,17.66,188,84.57,0,1,26,1,2,0
913841,T20,5,5,0,71,27,14.2,81,87.65,0,0,11,0,2,0
1276921,First-Class,5,5,3,25,11*,12.5,34,73.52,0,0,2,2,1,0
793447,ODI,7,5,4,21,10*,21,29,72.41,0,0,3,0,2,0
793447,T20I,27,5,4,18,10*,18,21,85.71,0,0,2,0,4,0
793447,First-Class,10,13,1,93,34,7.75,185,50.27,0,0,7,7,5,0
793447,List A,23,14,5,92,30,10.22,131,70.22,0,0,5,4,5,0
793447,T20,145,52,23,265,25*,9.13,271,97.78,0,0,24,7,40,0
1076680,First-Class,6,9,4,9,5,1.8,38,23.68,0,0,1,0,1,0
1076680,List A,4,4,3,1,1*,1,6,16.66,0,0,0,0,0,0
318334,ODI,49,48,6,1139,129,27.11,1512,75.33,2,4,99,27,19,0
318334,T20I,32,32,4,505,65*,18.03,453,111.47,0,2,42,19,16,0
318334,First-Class,14,24,2,832,168,37.81,1438,57.85,1,5,108,6,13,0
318334,List A,73,71,6,1696,129,26.09,2336,72.6,2,7,143,35,25,0
318334,T20,58,57,4,1017,78,19.18,857,118.66,0,3,88,37,27,0
913843,Tests,1,2,1,4,4*,4,19,21.05,0,0,1,0,0,0
913843,T20I,3,1,1,4,4*,,5,80,0,0,0,0,1,0
913843,First-Class,27,41,10,295,71,9.51,591,49.91,0,1,29,16,16,0
913843,List A,35,23,11,77,16,6.41,143,53.84,0,0,4,2,6,0
913843,T20,24,8,6,6,4*,3,17,35.29,0,0,0,0,4,0
790045,First-Class,25,42,2,1798,262,44.95,3047,59,4,9,188,43,21,0
790045,List A,12,11,1,235,101,23.5,311,75.56,1,1,21,2,4,0
790045,T20,11,9,2,124,56,17.71,103,120.38,0,1,11,3,2,0
1182529,ODI,3,2,1,5,3,5,8,62.5,0,0,0,0,1,0
1182529,T20I,1,1,1,4,4*,,8,50,0,0,0,0,1,0
1182529,First-Class,4,7,0,85,47,12.14,102,83.33,0,0,10,2,1,0
1182529,List A,11,3,1,7,3,3.5,24,29.16,0,0,0,0,3,0
1182529,T20,71,24,12,106,20,8.83,96,110.41,0,0,5,6,18,0
318340,ODI,51,50,1,1216,114,24.81,1923,63.23,1,7,132,4,15,0
318340,T20I,20,20,1,506,63,26.63,497,101.81,0,3,45,6,4,0
318340,First-Class,18,34,1,1402,150,42.48,2351,59.63,4,8,176,9,19,0
318340,List A,86,85,2,2341,122,28.2,3400,68.85,5,11,253,15,25,0
318340,T20,52,51,7,1462,85,33.22,1235,118.38,0,12,139,38,11,0
307652,ODI,2,2,0,12,12,6,58,20.68,0,0,0,0,1,0
307652,First-Class,18,34,3,895,116,28.87,1835,48.77,1,5,117,14,11,0
307652,List A,13,13,0,286,69,22,545,52.47,0,1,20,8,4,0
307652,T20,8,8,1,105,32,15,112,93.75,0,0,8,5,1,0
1291031,First-Class,3,5,0,110,70,22,171,64.32,0,1,17,2,0,0
1291031,List A,6,6,0,106,47,17.66,162,65.43,0,0,6,2,3,1
790093,First-Class,8,12,0,334,89,27.83,608,54.93,0,3,48,6,4,0
790093,T20,4,3,0,99,41,33,67,147.76,0,0,12,4,3,0
914171,Tests,1,2,0,23,14,11.5,41,56.09,0,0,3,0,0,0
914171,ODI,1,0,0,0,-,,0,,0,0,0,0,0,0
914171,T20I,2,2,1,8,8,8,9,88.88,0,0,1,0,0,0
914171,First-Class,12,17,2,226,46*,15.06,382,59.16,0,0,20,9,7,0
914171,List A,20,12,3,136,36*,15.11,175,77.71,0,0,7,3,7,0
914171,T20,137,69,21,581,50*,12.1,472,123.09,0,1,42,33,42,0
320284,ODI,5,4,1,88,39,29.33,137,64.23,0,0,8,0,2,0
320284,T20I,8,6,3,91,33*,30.33,84,108.33,0,0,5,1,2,0
320284,First-Class,3,5,0,90,27,18,195,46.15,0,0,12,0,1,0
320284,List A,16,15,4,283,50*,25.72,449,63.02,0,1,29,1,6,0
320284,T20,11,9,5,120,33*,30,107,112.14,0,0,7,1,2,0
790027,First-Class,21,36,1,905,115,25.85,1651,54.81,1,2,134,10,12,0
790027,List A,22,22,1,692,100,32.95,977,70.82,1,3,71,6,2,0
790027,T20,7,6,1,49,22,9.8,63,77.77,0,0,4,1,1,0
974085,First-Class,20,38,2,1306,152*,36.27,1994,65.49,4,5,163,21,13,0
974085,List A,8,8,3,253,103*,50.6,257,98.44,1,0,21,5,10,0
974085,T20,8,4,1,71,36*,23.66,75,94.66,0,0,8,0,5,0
974087,ODI,26,26,1,958,151,38.32,1124,85.23,5,2,83,36,19,2
974087,T20I,43,43,0,1043,87,24.25,775,134.58,0,5,82,61,22,2
974087,First-Class,12,19,0,941,153,49.52,1300,72.38,1,7,109,32,16,5
974087,List A,55,51,5,1762,151,38.3,1919,91.81,7,5,159,69,49,7
974087,T20,146,145,3,3506,121*,24.69,2365,148.24,1,22,290,226,77,11
533956,Tests,7,14,0,424,102,30.28,787,53.87,1,3,57,3,4,0
533956,ODI,97,93,3,3269,114,36.32,4627,70.65,5,23,283,36,24,0
533956,First-Class,21,33,2,1211,144,39.06,2613,46.34,3,7,150,10,12,0
533956,List A,154,147,10,5148,149*,37.57,6880,74.82,9,32,437,75,39,0
